PID,Value,Year Built,Size
101064000,633032,1900,5386
101065000,692900,1900,5554
101066000,680463,1913,5570
101068000,1605000,1989,3410
101070000,1098750,1950,2085
101073000,656958,1910,5856
101074000,627130,1900,5402
101075000,690054,1900,5372
101076000,654534,1900,5238
101077000,599094,1900,5286
101078000,629344,1900,5743
101079000,663072,1913,5668
101080000,674771,1905,5672
101081000,634815,1920,4970
101082000,3164108,1960,23940
101093000,725047,1905,5450
101094000,646524,1910,4120
101095000,791976,1930,4895
101096000,603942,1912,3320
101097000,461547,1920,2934
101098000,651688,1905,4576
101099000,620068,1905,3755
101100000,628711,1900,4812
101101000,371114,1900,3402
101102000,350771,1916,2412
101103000,449637,1912,2765
101104000,541756,1900,4069
101105000,461441,1928,2450
101106000,366581,1900,1714
101124000,575695,1900,3892
101125000,1157819,1900,6992
101126000,472298,1910,3091
101127000,448372,1910,3048
101128000,549872,1900,3437
101129000,501704,1910,2573
101130000,638302,1910,4365
101131000,476303,2000,3602
101132000,589186,1900,3963
101133000,565893,1900,3640
101134000,365633,1900,2586
101135000,250747,1986,2460
101137000,271406,1900,1501
101138000,344974,1900,1715
101140000,381126,1987,1980
101141000,501599,1900,3771
101142000,699329,1910,4827
101143010,0,1900,0
101143012,422654,1900,1849
101143014,458490,1900,1338
101143020,421600,1991,2028
101144000,464814,1900,1890
101145000,431613,1900,2439
101147000,388399,1900,2139
101149000,561888,1900,3264
101150000,479043,1900,3713
101151000,494959,1900,3521
101152000,0,2016,0
101152000,0,2016,0
101152002,412536,2017,820
101152004,436251,2017,920
101152006,412536,2017,820
101152008,436251,2017,920
101153000,277097,1900,1749
101154000,508344,1900,3636
101155000,544918,1900,2517
101156000,480940,1900,3201
101157000,499807,1900,3372
101158000,811686,1900,5819
101159000,503285,1900,3236
101160000,544497,1900,2648
101161000,388926,1910,3156
101163000,670766,1910,4968
101165000,413168,1910,2397
101166000,405685,1910,2652
101168000,345080,1910,2334
101169000,550188,1891,3542
101171000,541545,1910,4506
101172000,760988,1910,4809
101173000,626498,1910,4256
101174000,547132,1900,3885
101175000,542705,1900,2637
101176000,484629,1915,2653
101177000,490110,1900,2692
101178000,550294,1900,3468
101180000,711028,1918,5270
101181000,814531,1910,7864
101182000,513930,1910,3231
101183000,694692,1910,5064
101184000,607737,1900,5064
101185000,0,1910,0
101185002,302814,1910,1020
101185004,305976,1910,1019
101185006,319678,1910,1024
101186000,503074,1910,3553
101187000,723887,1910,4985
101187001,0,1910,0
101187002,363419,1910,966
101187004,307346,1910,1022
101187006,304712,1910,1034
101188000,572849,1910,3540
101189000,523838,1920,3523
101190000,539543,1910,3001
101191000,492956,1910,3211
101192000,524471,1900,3480
101193000,581387,1910,3468
101194000,0,1999,0
101194000,0,1999,0
101194002,388926,1988,2145
101194004,385659,1988,2145
101194006,459017,1988,2145
101194008,389348,1988,2145
101195000,719566,1915,3978
101196000,722306,1910,5396
101197000,780698,1910,4457
101198000,605734,1910,4028
101199000,713874,1910,5539
101200000,724625,1900,3942
101201000,945016,1930,6388
101202000,617117,1910,3418
101203000,694902,1940,3586
101204000,901486,2001,4030
101205000,726839,1900,4873
101206000,851210,1910,5159
101207000,882725,1910,6194
101208000,870710,1915,5436
101209000,721252,1920,5985
101210000,692900,1912,5647
101211000,714507,1912,5373
101212000,718933,1920,5393
101213000,0,2013,0
101213002,520465,2013,1217
101213004,653796,2013,1754
101214000,572533,1915,5545
101215000,536275,1925,5271
101216000,717352,1929,5722
101217000,653059,1915,6072
101218000,619963,1920,5858
101219000,957907,1910,5640
101220000,705021,1912,5814
101221000,778379,1915,5802
101222000,716826,1895,5396
101223000,770580,1925,5954
101224000,499596,1920,2298
101225000,866704,1915,7343
101226000,750975,1915,5784
101227000,711239,1920,5840
101228000,744124,1915,5567
101229000,941117,1923,6624
101230000,650002,1910,5781
101231000,550188,1930,2920
101232000,681306,1920,4543
101233000,680884,1915,5726
101234000,2070000,1899,8600
101235000,745000,1930,3748
101236000,682254,1910,6707
101237000,994976,1915,7038
101238000,1059059,1915,7356
101239000,798721,1910,7329
101240000,946703,1910,7425
101241000,994449,1915,6929
101242000,658223,1910,7419
101243000,642202,1910,4652
101244000,621544,1910,5939
101245000,443945,1926,3478
101246000,635562,1915,5398
101249000,751397,1900,7486
101250000,929139,1910,5927
101251000,578014,1915,3926
101252000,476303,1910,3635
101253000,590662,1950,5654
101254000,478095,1900,3718
101255000,562836,1915,4319
101256000,467133,1915,3234
101257000,658223,1910,5672
101258000,694586,1915,5977
101259000,691003,1915,5555
101260000,685627,1900,5625
101261000,649897,1915,5026
101262000,639251,1925,5196
101263000,787338,1910,6897
101264000,738011,1915,5356
101265000,777114,1915,4826
101266000,658434,1930,5655
101267000,598145,1910,5889
101268000,650845,1910,6886
101269000,602783,1920,4646
101270000,648737,1930,4512
101271000,649345,1910,5840
101272000,582230,1920,5797
101273000,616590,1910,5484
101274000,590029,1910,6218
101275000,517619,1925,5298
101276000,546288,1900,5268
101277000,631557,1900,5268
101278000,785019,1910,6022
101279000,704810,1910,5478
101280000,626919,1910,5867
101281000,661174,1910,5770
101282000,688895,1915,5694
101283000,613639,1915,5917
101284000,649053,1900,5950
101285000,610582,1910,6152
101286000,638092,1915,5197
101287000,655799,1910,5541
101288000,625549,1910,4437
101289000,617539,1910,3596
101290000,670660,1920,6676
101291000,537224,1915,4021
101292000,964094,1910,5922
101293000,706075,1900,5388
101294000,738854,1920,5276
101295000,751186,1920,4340
101296000,792292,1900,5405
101297000,628606,1920,4128
101298000,617855,1920,4457
101299000,380494,1950,1960
101300000,598672,1945,2960
101301000,667920,1950,4160
101303000,616274,1910,4375
101305000,552929,1910,4434
101306000,561360,1910,4511
101307000,551664,1920,4171
101308000,569160,1910,4282
101309000,533535,1915,4136
101311000,631768,1920,4104
101312000,605734,1920,5392
101313000,524787,1910,4532
101314000,573798,1910,4526
101315000,364789,1915,1932
101317000,362787,1930,2555
101318000,558515,1910,3222
101319000,868322,1899,4588
101320000,740330,1910,5698
101321000,754137,1910,5510
101322000,633876,1910,5605
101323000,687946,1910,6053
101324000,609950,1910,5574
101329000,804940,1910,5525
101330000,0,1910,6423
101330002,438253,2016,1185
101330004,402523,2016,1214
101330006,453853,2016,1214
101331000,0,1999,0
101331002,267611,1930,1365
101331004,279415,1930,1044
101331006,339810,1930,1391
101331008,336964,1930,1117
101332000,342656,1910,2097
101333000,610161,1910,4693
101334000,504234,1910,3476
101335000,328848,1915,2668
101336000,772898,1910,5831
101337000,816323,1920,6743
101338000,642308,1910,5314
101339000,0,1910,0
101339002,301339,1910,1240
101339004,305660,1910,800
101339006,321154,1910,880
101340000,841197,1910,6177
101341000,666444,1900,5313
101342000,847838,1910,4404
101343000,573587,1920,4929
101344000,0,1900,0
101344002,380810,1900,1423
101344004,406212,1900,1555
101345000,727682,1910,7139
101347000,422970,1930,2543
101348000,551769,1920,2844
101349000,631135,1940,5248
101350000,584970,1940,4323
101351000,601623,1924,4620
101352000,610899,1911,4704
101353000,627552,1924,4564
101354000,432035,1960,1848
101355000,478832,1900,3093
101357000,695113,1910,5319
101359001,4061250,1955,12000
101359002,14163750,1955,22960
101360000,1402500,1960,3023
101361000,1607500,1940,10000
101361001,1376250,1979,3750
101362000,500545,1950,2374
101363000,731054,1925,5350
101364000,498964,1900,3700
101365000,575063,1920,4984
101366000,646945,1965,4172
101367000,572427,1920,4033
101367001,834873,1960,4098
101368000,649686,1910,5126
101369000,573587,1960,5316
101370000,594456,1945,3150
101371000,692373,1900,5407
101372000,655904,1920,5449
101373000,758142,1910,5414
101374000,693954,1920,5414
101375000,705337,1918,5282
101376000,712504,1918,5518
101377000,666023,1916,5512
101378000,588132,1900,5518
101379000,729895,1900,5518
101380000,656853,1912,5219
101381000,0,1900,0
101381002,423076,1900,1055
101381004,445210,1900,1197
101381006,441626,1900,1145
101382000,487370,1900,3608
101383000,605734,1900,4240
101384000,449742,1900,2240
101385000,627446,1900,5338
101386000,767101,1900,5520
101387000,674666,1900,5038
101388000,786073,1900,5650
101389000,475249,1910,3541
101390000,538278,1910,4108
101393000,0,1899,75900
101393000,0,1899,8000
101393000,0,1899,3250
101393003,256250,,
101395000,1175750,1938,1460
101399000,3324145,1940,77806
101399000,3324145,1940,3000
101399002,3051718,1970,1
101399100,0,1999,0
101399100,0,1999,0
101399100,0,1999,0
101399102,0,1982,948
101399104,318835,1982,948
101399106,332959,1982,1014
101399108,330007,1982,972
101399110,341285,1982,1014
101399112,380178,1982,972
101399114,305660,1982,948
101399116,313354,1982,948
101399118,310930,1982,972
101399120,328321,1982,1014
101399122,316516,1982,972
101399124,327162,1982,1014
101399126,300284,1982,948
101399128,318835,1982,948
101399130,341285,1982,1014
101399132,330007,1982,972
101399134,341285,1982,1014
101399136,0,1982,972
101399138,305660,1982,948
101399140,313354,1982,948
101399142,316516,1982,972
101399144,293750,1982,1014
101399146,316516,1982,972
101399148,327162,1982,1014
101399150,318835,1982,948
101399152,326529,1982,948
101399154,330007,1982,972
101399156,341285,1982,1014
101399158,336437,1982,972
101399160,341285,1982,1014
101399162,319784,1982,948
101399164,305660,1982,948
101399166,317676,1982,1014
101399168,316516,1982,972
101399170,327162,1982,1014
101399172,316516,1982,972
101400000,1621250,1940,8060
101420000,526473,1899,3963
101421000,621228,1926,6244
101422000,461231,1910,4340
101423000,639357,1910,5847
101424000,520887,1910,3782
101425000,575063,1902,4403
101426000,513825,1910,3531
101427000,656748,1920,3824
101428000,637565,1929,4886
101429000,693532,1920,5504
101430000,689632,1922,5110
101431000,909918,1910,5842
101432000,587184,1910,3420
101433000,580438,1895,3782
101434000,881039,1910,6163
101435000,461231,1900,2985
101436000,808629,1910,5515
101437000,760988,1920,5472
101438000,661385,1920,5286
101439000,719777,1910,5508
101440000,521625,1949,2336
101441000,534484,1940,2501
101442000,555017,1930,4014
101444000,779433,1960,3128
101445000,643362,1915,4523
101446000,791449,1920,6254
101447000,756456,1915,5806
101448000,534589,1962,2104
101449000,649475,1910,5490
101450000,730844,1910,5314
101451000,816534,1931,6752
101452000,801251,1900,6514
101453000,643467,1920,4211
101454000,646945,1920,4892
101455000,640516,1915,3906
101456000,773952,1915,5625
101457000,755086,1915,7595
101458000,586340,1927,3888
101459000,816956,1920,5860
101460000,639146,1920,5470
101461000,660858,1920,5482
101462000,645153,1940,3296
101463000,590135,1940,4106
101464000,633770,1930,4262
101465000,650107,1934,4486
101466000,639146,1915,5733
101467000,380705,1933,2726
101468000,575063,1930,5286
101470000,454274,1937,3737
101471000,995714,1925,7563
101472000,706496,1930,4650
101473000,634719,1915,4155
101474000,446264,1958,2488
101475000,752872,1918,4518
101476000,485156,1920,2328
101477000,621860,1920,3360
101479000,500123,1925,2454
101481000,641359,1932,4162
101482000,673717,1995,2456
101483000,598777,1915,4251
101484000,491691,1919,3267
101485000,691846,1930,4339
101486000,678144,1930,5457
101487000,695851,1915,5164
101488000,496434,1945,2883
101490000,555247,1915,4389
101491000,600253,1915,4298
101492000,631662,1910,5538
101493000,620068,1915,4402
101494000,665917,1915,5172
101495000,574852,1915,4044
101496000,562942,1915,4436
101497000,550610,1950,4478
101499000,622387,1915,4087
101500000,655694,1915,4345
101501000,658856,1915,4293
101502000,656115,1915,4156
101503000,629976,1915,4221
101504000,608896,1915,4302
101505000,666128,1915,4302
101506000,755297,1915,6098
101507000,700383,1955,6676
101508000,567735,1900,4096
101509000,582651,1915,5440
101510000,548080,1915,4168
101511000,402628,1952,1656
101511001,410217,1930,1628
101511002,580649,1945,2908
101511003,607315,1945,3852
101511004,377648,1932,1602
101511005,405685,1925,1688
101512000,690897,1915,5348
101513000,686997,1915,6766
101514000,581808,1915,2826
101515000,370165,1915,2812
101516000,911000,1940,2721
101516001,875874,1900,4855
101517000,701753,1930,7373
101518000,611259,1910,5532
101519000,520254,1900,4499
101521000,674876,1900,5505
101521001,373972,1910,2270
101522000,273618,1910,2214
101523000,512139,1910,4301
101524000,614271,1910,5206
101525000,591505,1900,3173
101526000,516566,1920,3618
101527000,567790,1900,4599
101528000,406423,1986,2543
101529000,526895,1920,3712
101530000,629238,1998,2362
101533000,0,1920,0
101533002,505288,2012,2158
101533004,505288,2012,2158
101534000,587781,1985,3856
101535000,607420,1985,3816
101536000,686681,1970,3584
101537000,454380,1987,2739
101538000,659593,1984,3366
101541000,0,1999,0
101541002,282577,1986,971
101541004,249903,1986,1301
101546000,735692,1975,3306
101546005,732846,1982,3036
101547000,450901,1980,2488
101548000,663072,1978,3826
101549000,322524,1974,2088
101550000,586551,1960,3282
101551000,575155,1969,2790
101552000,451639,1967,2537
101553000,429400,1963,2816
101554000,570530,1960,3660
101555000,600359,1960,2440
101556000,738854,1964,3008
101557000,560096,1960,4456
101558000,610266,1965,2384
101562001,732500,,
101564000,2619942,1920,16439
101567000,3792500,1940,13172
101574001,361206,1910,3882
101576000,744335,1910,6996
101577000,1037500,1910,5272
101581000,1066648,1910,7042
101582000,1059922,1920,5400
101583000,1622500,1925,9550
101585000,649159,1920,4318
101586000,0,1900,0
101586001,261250,1928,1316
101586002,309981,1900,1640
101586004,334118,1900,956
101586006,335594,1900,972
101587000,496250,1935,2500
101587001,496250,1935,2500
101588000,711450,1920,5454
101589000,534484,1945,4053
101590000,905913,1907,3864
101590010,0,1910,0
101590012,401363,1910,1084
101590014,400836,1910,1082
101590016,346555,1910,1105
101591000,674138,1907,5481
101592000,717880,1900,5552
101593000,0,1920,0
101593010,337280,1920,902
101593012,336437,1920,902
101593014,408531,1920,902
101593016,447002,1920,960
101594000,720304,1900,5482
101595000,732003,1900,5460
101596000,663388,1915,5640
101597000,764677,1900,5661
101599000,655588,1920,4872
101600000,800092,1910,5276
101601000,670871,1918,5370
101602000,717142,1918,5490
101603000,565998,1918,4884
101604000,652426,1918,4777
101605000,645470,1912,5301
101606000,564839,1918,5326
101607000,739170,1910,6732
101609000,0,1999,0
101609002,233566,1960,842
101609004,233567,1960,842
101609006,201946,1960,585
101609008,121500,1960,297
101609010,287531,1960,842
101609012,287531,1960,842
101609014,241050,1960,585
101609016,242103,1960,585
101609018,287531,1960,842
